No,Project,Priority,Indikator,Phase/Delay,Platform,DAG ID,Assets,Database Name,Table Name,Layer Bucket,Dataset BQ,Config (.cfg),Parameter SP,Target Layer,Script/File,Script File,Tool Target GCP,Schedule/Cadence,Initial Landing,Initial Mart,DA Maping,ETL Conversion,Incremental,Internal Testing,PQA Test,BI Dev,Orchestration,Labeling Charging,Dataplex,Sign-off Document,Last Updated
239,,P1,dragon_ustk2,Transform DBT,Cloudera,dragon_ustk2,,opr_ast_so2w_wh_dm,zpygdo00004_ustk2_cloudera,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ustk2.py,NEED INPUT (DBT/Dataform/BQ),Daily 30 0 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
240,,P1,dragon_ustk2,Transform DBT,Cloudera,dragon_ustk2,,opr_ast_so2w_wh_dm,zpygdo00004_ustk2,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ustk2.py,NEED INPUT (DBT/Dataform/BQ),Daily 30 0 * * *,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
241,,P1,dragon_ustk2,Dummy,Cloudera,dragon_ustk2,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ustk2.py,SKIP (Orchestration),Daily 30 0 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
25,dragon,P5,so2w_dragon,,Cloudera,so2w_dragon,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,so2w_dragon.py,,Daily 00 21 * * *,Completed,Completed,Completed,In Progress,,,,,,,,,2026-05-13
26,dragon,P5,so2w_dragon_2,,Cloudera,so2w_dragon_2,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,so2w_dragon_2.py,,Daily 00 21 * * *,Completed,Completed,Completed,In Progress,,,,,,,,,2026-05-13
27,dragon,P1,so2w_dragon_sdue_fabric,,Cloudera,so2w_dragon_sdue_fabric,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,so2w_dragon_sdue_fabric.py,,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
242,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
243,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,check_integration_pssu,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
244,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,report_sdue,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
245,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,report_sdue_2023,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
246,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,report_sdue_portalahm,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
247,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_master_dealer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
248,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_sales_part_oil,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
249,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_revenuehgp,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
250,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_revenueoli,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
251,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_mechprod,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
252,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_pit,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
253,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_toj,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
254,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_toj11,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
255,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_aprom,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
256,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_acap,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
257,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_revenue,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
258,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_dataid,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
259,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_dataid_sum,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
260,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_dataid_filler,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
261,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_dataid_union,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
262,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_dataid_union_aggr,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
263,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_tanggal_trans,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
264,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_result_aggr,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
265,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,view_report_sdue_sdue,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
266,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,wait_for_fabric_update1,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
267,,P1,so2w_dragon_sdue_fabric,-,Cloudera,so2w_dragon_sdue_fabric,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_dragon_sdue_fabric.py,-,—,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
28,dragon,P2,so2w_smartstock,,Cloudera,so2w_smartstock,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,so2w_smartstock.py,,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
268,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
269,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,check_sap_zpygsdr00263,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
270,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,check_sap_zpygsdr00059,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
271,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,process_sap_zpygsdr00263,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
272,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,process_sap_zpygsdr00059,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
273,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,smartstock_contextual,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
274,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,smartstock_contextual_upto,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
275,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,smart_stock_sales,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
276,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,smart_stock_sales_location,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
277,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,smart_stock_sales_location_customer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
278,,P2,so2w_smartstock,-,Cloudera,so2w_smartstock,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_smartstock.py,-,—,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
29,dragon,P2,dragon_prospecttossu,,Cloudera,dragon_prospecttossu,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon_prospecttossu.py,,Daily,Completed,Completed,Completed,Done,,,,,Done,,,,2026-05-13
279,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
280,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,check_dragon_L2,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
281,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,check_dragon_L3,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
282,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,check_dragon_ustk2,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
283,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,check_dragon_customerprofiles,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
284,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,prospecttossu_star,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
285,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,prospecttossu_union,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
286,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,prospecttossu,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
287,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,trigger_fabric,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
288,,P2,dragon_prospecttossu,-,Cloudera,dragon_prospecttossu,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_prospecttossu.py,-,Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
30,dragon,P3,dragon_ro_leads,,Cloudera,dragon_ro_leads,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragon_ro_leads.py,,Quarterly 00 21 1 */3 *,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
289,,P3,dragon_ro_leads,Dummy,Cloudera,dragon_ro_leads,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ro_leads.py,SKIP (Orchestration),Quarterly 00 21 1 */3 *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
290,,P3,dragon_ro_leads,Trigger Fabric Job (Python),Cloudera,dragon_ro_leads,,opr_ast_so2w_wh_dm,trigger_ro_leads_fabric,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ro_leads.py,Cloud Run Job (fabric-job-trigger),Quarterly 00 21 1 */3 *,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
291,,P3,dragon_ro_leads,Dummy,Cloudera,dragon_ro_leads,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragon_ro_leads.py,SKIP (Orchestration),Quarterly 00 21 1 */3 *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
31,dragon,P5,dragoncloudera_synapse,,Cloudera,dragoncloudera_synapse,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragoncloudera_synapse.py,,Daily,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
292,,P5,dragoncloudera_synapse,Dummy,Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (Orchestration),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
293,,P5,dragoncloudera_synapse,Sensor/External,Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,check_sugor_ahass_pss,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (DAG paused),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
294,,P5,dragoncloudera_synapse,Sensor/Check (SSH),Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,check_run_monthly,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (DAG paused),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
295,,P5,dragoncloudera_synapse,SSH Task,Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,trigger_sugor_ahass_pss_daily_synapse_NEED_INPUT,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (DAG paused),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
296,,P5,dragoncloudera_synapse,SSH Task,Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,trigger_sugor_ahass_pss_monthly_synapse_NEED_INPUT,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (DAG paused),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
297,,P5,dragoncloudera_synapse,Dummy,Cloudera,dragoncloudera_synapse,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragoncloudera_synapse.py,SKIP (Orchestration),Daily,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
32,dragon,P5,dragons_data_merging,,Cloudera,dragons_data_merging,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,dragons_data_merging.py,,Weekly Saturday 00 03 * * *,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
298,,P5,dragons_data_merging,Dummy,Cloudera,dragons_data_merging,,opr_ast_so2w_wh_dm,start,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragons_data_merging.py,SKIP (Orchestration),Weekly Saturday 00 03 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
299,,P5,dragons_data_merging,Sensor/Check (SSH),Cloudera,dragons_data_merging,,opr_ast_so2w_wh_dm,check_run,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragons_data_merging.py,BranchPythonOperator,Weekly Saturday 00 03 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
300,,P5,dragons_data_merging,Dummy,Cloudera,dragons_data_merging,,opr_ast_so2w_wh_dm,start_saturday,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragons_data_merging.py,SKIP — deprecated,Weekly Saturday 00 03 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
301,,P5,dragons_data_merging,Dummy,Cloudera,dragons_data_merging,,opr_ast_so2w_wh_dm,finish,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,dragons_data_merging.py,SKIP (Orchestration),Weekly Saturday 00 03 * * *,Completed,Completed,Completed,Skip,,Skip,,,Done,,,,2026-05-13
33,dragon,P2,so2w_pss,,Cloudera,so2w_pss,,,,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,,so2w_pss.py,,-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
302,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_ARNonTrade,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
303,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_Arbalance,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
304,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_AutomaticDocument,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
305,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_BKU,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
306,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_BKUAPVendor,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
307,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_BkuDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
308,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_COA,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
309,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_CancelDOIntern,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
310,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_CancelDOInternDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
311,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_CashBank,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
312,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_Customer,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
313,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_DOIntern,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
314,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_DOInternDetail,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
315,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_DailyCashBankBeginningBalance,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
316,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_HOORequest,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
317,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_HOORequestReference,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
318,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_Invoice,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
319,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_InvoiceCollectingAdditionalInfo,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
320,,P2,so2w_pss,-,Cloudera,so2w_pss,,opr_ast_so2w_wh_dm,psshso_InvoiceCollectingBKUCancellation,,L3_CLOUDERA_DRAGON_HSO,-,-,L3,-,so2w_pss.py,SSHOperator (Cloudera),-,Completed,Completed,Completed,In Progress,,,,,Done,,,,2026-05-13
